Student_ID,Age,Gender,HighSchoolGPA,TestScore,CourseType,AttendanceRatio,StudyHabitsScore,ExtracurricularScore,AcademicPerformance
8131,25,Female,2.79,270,Engineering,0.92,0.08,0.39,Average
8132,26,Male,2.2,724,Engineering,0.79,0.17,0.43,Average
8133,18,Male,3.52,373,Arts,0.68,0.79,0.0,Poor
8134,24,Male,2.73,289,Arts,0.92,0.3,0.07,Poor
8135,26,Male,3.76,567,Arts,0.78,0.09,0.15,Poor
8136,29,Female,3.85,406,Science,0.98,0.72,0.18,Poor
8137,27,Female,2.05,261,Engineering,0.81,0.8,0.45,Good
8138,22,Female,3.98,518,Engineering,0.65,0.58,0.87,Good
8139,29,Male,3.42,750,Science,0.94,0.92,0.41,Good
8140,19,Male,3.04,259,Arts,0.95,0.85,0.63,Average
8141,27,Male,2.78,304,Engineering,0.78,0.55,0.03,Average
8142,23,Female,3.04,438,Science,0.61,0.74,0.85,Good
8143,29,Female,2.65,661,Arts,0.61,0.33,0.11,Good
8144,29,Male,3.25,326,Science,0.74,0.64,0.28,Good
8145,24,Male,2.19,282,Arts,0.89,0.98,0.82,Good
8146,19,Female,3.24,419,Science,0.73,0.8,0.26,Good
8147,19,Female,2.55,607,Arts,0.6,0.37,0.26,Average
8148,27,Female,2.04,785,Science,0.94,0.93,0.6,Poor
8149,29,Male,3.11,629,Science,0.99,0.83,0.9,Poor
8150,27,Male,3.16,773,Science,0.74,0.04,0.21,Good
8151,18,Male,2.85,712,Science,0.63,0.75,0.62,Poor
8152,21,Male,2.14,278,Engineering,0.72,0.98,0.6,Good
8153,24,Female,3.79,264,Engineering,0.92,0.32,0.66,Good
8154,26,Female,3.22,382,Engineering,0.82,0.28,0.95,Poor
8155,20,Female,2.23,265,Engineering,0.75,0.64,0.17,Poor
8156,29,Male,3.02,407,Science,0.73,0.11,0.65,Poor
8157,28,Female,2.99,253,Engineering,0.65,0.67,0.18,Good
8158,24,Female,2.12,420,Engineering,0.74,0.23,0.31,Average
8159,24,Female,3.21,435,Science,0.79,0.45,0.39,Good
8160,24,Female,3.62,637,Engineering,0.87,0.89,0.84,Poor
8161,19,Female,3.5,302,Engineering,0.7,0.8,0.05,Good
8162,23,Male,2.41,635,Arts,0.96,0.11,0.73,Average
8163,19,Female,3.72,620,Engineering,0.79,0.76,0.91,Average
8164,23,Female,2.69,307,Arts,0.76,0.41,0.08,Good
8165,27,Male,3.89,723,Engineering,0.84,0.99,0.79,Good
8166,20,Male,2.14,642,Science,0.67,0.3,0.11,Average
8167,19,Female,2.97,705,Engineering,0.64,0.47,0.96,Poor
8168,29,Female,3.19,603,Science,0.74,0.34,0.82,Poor
8169,23,Female,2.5,542,Engineering,0.62,0.59,0.69,Good
8170,19,Female,3.54,797,Engineering,0.75,0.27,0.55,Poor
8171,22,Male,3.25,526,Science,0.87,0.91,0.92,Poor
8172,19,Female,2.04,413,Science,0.92,0.62,0.12,Good
8173,20,Male,3.22,755,Science,0.83,0.94,0.12,Poor
8174,20,Female,2.98,521,Science,0.88,0.68,0.82,Average
8175,23,Female,2.39,277,Arts,0.93,0.19,0.48,Good
8176,23,Female,3.99,254,Arts,0.91,0.02,0.85,Average
8177,27,Male,3.79,270,Science,0.73,0.41,0.39,Poor
8178,20,Female,2.59,267,Arts,0.83,0.99,0.45,Average
8179,20,Female,3.08,379,Engineering,0.71,0.88,0.33,Average
8180,29,Male,2.63,579,Engineering,0.83,0.85,0.95,Average
8181,18,Female,3.55,649,Engineering,0.77,0.57,0.46,Average
8182,24,Male,3.86,460,Arts,0.75,0.09,0.76,Average
8183,25,Female,2.72,646,Arts,0.67,0.02,0.7,Good
8184,19,Male,3.61,330,Engineering,0.82,0.84,0.24,Good
8185,21,Male,3.0,433,Science,0.89,0.18,0.91,Average
8186,27,Male,2.79,353,Engineering,0.83,0.08,0.54,Average
8187,24,Female,3.88,529,Arts,0.63,0.71,0.86,Poor
8188,25,Male,3.02,252,Engineering,0.97,0.0,0.83,Good
8189,18,Male,2.93,667,Engineering,0.6,0.74,0.06,Good
8190,21,Female,3.34,612,Arts,0.95,0.19,0.62,Poor
8191,23,Male,2.52,213,Arts,0.91,0.32,0.79,Poor
8192,20,Female,2.65,695,Arts,0.64,0.17,0.91,Good
8193,22,Female,3.86,716,Arts,0.69,0.78,0.51,Poor
8194,27,Male,3.36,567,Engineering,0.74,0.48,0.75,Good
8195,26,Male,3.65,738,Arts,0.96,0.17,0.97,Average
8196,28,Female,2.54,651,Science,0.99,0.04,0.83,Good
8197,20,Male,3.09,740,Arts,0.63,0.99,0.85,Poor
8198,22,Male,3.94,714,Arts,0.76,0.71,0.41,Good
8199,25,Male,2.64,680,Engineering,0.66,0.68,0.09,Average
8200,23,Male,2.32,613,Science,0.71,0.5,0.97,Average
8201,21,Female,3.02,427,Science,0.99,0.43,0.7,Good
8202,25,Female,2.78,336,Science,0.99,0.8,0.17,Average
8203,28,Male,2.32,439,Arts,0.79,0.83,0.97,Average
8204,20,Female,3.78,671,Engineering,0.67,0.06,0.72,Good
8205,20,Male,3.98,717,Engineering,0.82,0.86,0.09,Average
8206,21,Male,3.14,660,Arts,0.73,0.76,0.17,Good
8207,26,Male,3.55,504,Science,0.97,0.49,0.87,Average
8208,22,Male,3.72,380,Science,0.93,0.48,0.95,Poor
8209,25,Female,3.4,229,Engineering,0.72,0.83,0.36,Good
8210,23,Male,2.09,239,Arts,0.61,0.79,0.41,Poor
8211,20,Female,2.32,386,Science,1.0,0.14,0.4,Poor
8212,25,Male,2.14,518,Arts,0.87,0.55,0.84,Poor
8213,29,Female,2.02,426,Engineering,0.77,0.97,0.45,Average
8214,26,Female,2.61,523,Arts,0.72,0.74,0.38,Good
8215,25,Female,2.78,242,Arts,0.6,0.97,0.62,Good
8216,21,Female,2.48,477,Arts,0.66,0.78,0.49,Poor
8217,28,Male,2.13,518,Arts,0.6,0.52,0.53,Poor
8218,23,Female,3.06,373,Science,0.84,0.6,0.41,Average
8219,18,Male,2.55,240,Engineering,0.87,0.71,0.46,Good
8220,21,Female,3.59,608,Science,0.91,0.73,0.04,Good
8221,25,Female,2.02,761,Science,0.67,0.75,0.93,Average
8222,18,Female,3.69,522,Science,0.64,0.93,0.03,Good
8223,20,Male,3.91,379,Science,0.86,0.31,0.77,Poor
8224,18,Female,3.43,358,Engineering,0.8,0.83,0.3,Poor
8225,26,Male,3.47,236,Engineering,0.95,0.57,0.11,Good
8226,19,Male,3.87,605,Science,0.81,0.89,0.61,Poor
8227,26,Male,2.42,738,Arts,0.78,0.63,0.71,Good
8228,21,Female,3.99,575,Arts,0.8,0.94,0.63,Good
8229,19,Female,3.55,455,Arts,0.91,0.42,0.58,Average
8230,21,Female,3.45,477,Arts,0.61,0.1,0.54,Average
8231,29,Female,2.72,448,Arts,0.97,0.64,0.54,Good
8232,28,Female,3.09,216,Engineering,0.89,0.77,0.87,Poor
8233,28,Female,3.31,567,Arts,0.95,0.69,0.09,Average
8234,27,Female,3.24,324,Engineering,0.98,0.72,0.16,Poor
8235,23,Male,3.41,511,Arts,0.69,0.03,0.81,Good
8236,28,Female,2.16,411,Arts,0.83,0.96,0.3,Poor
8237,24,Male,2.71,671,Science,0.79,0.26,0.77,Good
8238,20,Male,2.87,614,Science,0.82,0.41,0.35,Poor
8239,20,Female,2.52,699,Science,0.62,0.42,0.93,Good
8240,29,Female,2.35,380,Engineering,0.97,0.91,0.28,Average
8241,27,Male,2.28,588,Engineering,0.98,0.74,0.43,Average
8242,29,Male,2.73,386,Science,0.87,0.62,0.16,Poor
8243,25,Female,2.99,667,Science,0.7,0.12,0.67,Poor
8244,22,Male,2.13,656,Arts,0.91,0.32,0.4,Average
8245,21,Male,3.89,333,Engineering,0.89,0.49,0.94,Average
8246,24,Male,3.53,374,Arts,0.83,0.11,0.02,Good
8247,24,Male,3.46,460,Arts,0.67,0.57,0.39,Average
8248,26,Female,2.35,516,Science,0.68,0.21,0.02,Good
8249,26,Female,3.21,468,Arts,0.84,0.82,0.33,Average
8250,22,Male,3.06,669,Arts,0.65,0.83,0.38,Good
8251,29,Male,3.96,423,Science,0.89,0.6,0.26,Good
8252,25,Male,3.5,451,Science,0.69,0.36,0.26,Good
8253,27,Female,3.15,263,Arts,0.96,0.04,0.26,Poor
8254,18,Female,3.7,663,Arts,0.96,0.63,0.27,Good
8255,26,Male,2.31,323,Arts,0.72,0.78,0.28,Average
8256,25,Male,2.03,781,Engineering,0.63,0.79,0.85,Average
8257,23,Male,3.38,437,Arts,0.84,0.48,0.04,Average
8258,20,Female,2.2,274,Science,0.78,0.14,0.99,Good
8259,20,Male,2.23,641,Arts,0.66,0.06,0.28,Poor
8260,25,Male,3.49,699,Engineering,0.81,0.06,0.03,Good
8261,22,Male,2.54,721,Arts,1.0,0.25,0.18,Poor
8262,27,Male,3.26,467,Engineering,0.63,0.14,0.94,Poor
8263,28,Male,3.83,686,Engineering,0.71,0.17,1.0,Average
8264,24,Female,2.63,799,Science,0.82,0.7,0.25,Average
8265,22,Female,2.43,249,Arts,0.92,0.18,0.23,Average
8266,25,Female,2.21,258,Engineering,0.61,0.69,0.84,Good
8267,27,Male,2.26,653,Arts,0.89,0.35,0.91,Average
8268,27,Female,2.12,271,Engineering,0.66,0.77,0.65,Average
8269,21,Male,2.18,389,Science,0.93,0.16,0.94,Good
8270,19,Female,2.86,761,Science,0.88,0.02,0.95,Good
8271,20,Female,2.64,765,Arts,0.78,0.09,0.76,Poor
8272,25,Male,3.41,355,Arts,0.93,0.97,0.35,Poor
8273,28,Male,3.74,762,Arts,0.89,0.54,0.15,Good
8274,24,Male,3.57,284,Arts,0.9,0.61,0.52,Good
8275,19,Female,3.06,268,Arts,0.72,0.97,0.29,Poor
8276,23,Male,2.2,584,Engineering,0.85,0.78,0.12,Average
8277,26,Female,3.42,572,Arts,0.66,0.11,0.39,Poor
8278,21,Female,2.73,254,Engineering,0.93,0.42,0.48,Average
8279,26,Female,2.17,284,Engineering,0.81,0.82,0.66,Poor
8280,19,Male,3.68,791,Engineering,0.93,0.66,0.22,Average
8281,19,Male,2.68,516,Arts,0.68,0.22,0.87,Poor
8282,26,Male,2.44,363,Science,0.65,0.81,0.19,Average
8283,29,Female,3.74,451,Science,0.88,0.56,1.0,Poor
8284,24,Female,3.8,351,Arts,0.62,0.79,0.56,Good
8285,24,Male,2.68,535,Arts,0.7,0.63,0.15,Poor
8286,18,Female,2.71,567,Arts,0.96,0.46,0.83,Good
8287,28,Female,3.16,799,Engineering,0.65,0.73,0.25,Poor
8288,23,Female,3.47,299,Science,0.75,0.87,0.19,Good
8289,24,Male,2.13,319,Science,0.98,0.47,0.13,Poor
8290,28,Female,3.19,584,Science,0.61,0.03,0.55,Poor
8291,23,Female,3.91,502,Science,0.78,0.59,0.88,Good
8292,23,Male,2.52,348,Engineering,0.91,0.09,0.9,Good
8293,19,Male,3.82,400,Arts,0.96,0.32,0.79,Good
8294,23,Male,3.9,202,Engineering,0.89,0.55,0.58,Average
8295,21,Male,2.54,599,Arts,0.96,0.35,0.53,Poor
8296,26,Male,3.51,267,Arts,0.61,0.28,0.37,Average
8297,29,Male,2.48,353,Science,0.64,0.02,0.04,Average
8298,18,Female,3.48,693,Science,0.9,0.27,0.84,Average
8299,25,Female,3.59,381,Arts,0.9,0.38,1.0,Average
8300,22,Female,2.49,724,Arts,0.84,0.29,0.92,Good
8301,18,Female,3.43,388,Science,0.89,0.63,0.93,Good
8302,21,Male,3.62,219,Science,0.94,0.67,0.33,Average
8303,18,Female,2.72,482,Science,0.82,0.78,0.1,Average
8304,23,Male,2.34,209,Science,0.98,0.19,0.87,Good
8305,19,Male,2.18,730,Science,0.88,0.62,0.76,Good
8306,22,Female,3.15,502,Engineering,0.79,0.43,0.39,Average
8307,24,Female,3.96,440,Engineering,0.77,0.32,0.83,Average
8308,19,Male,3.65,351,Engineering,0.9,0.48,0.14,Good
8309,23,Male,2.87,536,Science,0.85,0.48,0.65,Good
8310,23,Male,3.07,387,Arts,0.93,0.64,0.95,Poor
8311,22,Male,2.56,663,Arts,0.91,0.56,0.91,Poor
8312,22,Female,2.33,376,Science,0.81,0.63,0.76,Poor
8313,20,Male,2.96,376,Engineering,0.98,0.98,0.27,Poor
8314,27,Female,2.93,614,Arts,0.88,0.81,0.1,Average
8315,27,Male,3.04,777,Science,0.68,0.29,0.32,Good
8316,28,Male,3.91,509,Engineering,0.85,0.53,0.62,Average
8317,29,Male,3.21,201,Engineering,0.68,0.23,0.32,Poor
8318,19,Female,3.21,516,Engineering,0.82,0.52,0.41,Poor
8319,24,Male,2.26,708,Engineering,0.92,0.71,0.4,Average
8320,18,Female,3.99,771,Engineering,0.93,0.07,0.34,Average
8321,23,Female,3.55,567,Engineering,0.86,0.14,0.92,Good
8322,23,Female,3.75,754,Engineering,0.91,0.01,0.32,Poor
8323,20,Male,2.83,425,Engineering,0.79,0.38,0.99,Poor
8324,19,Female,3.0,679,Engineering,0.82,0.77,0.21,Average
8325,29,Female,3.04,262,Engineering,0.95,0.45,0.87,Good
8326,19,Male,2.39,479,Science,0.8,0.57,0.73,Average
8327,26,Male,3.38,213,Arts,0.74,0.59,0.67,Average
8328,28,Female,3.81,227,Science,0.92,0.09,0.45,Average
8329,22,Female,2.33,341,Arts,0.62,0.17,0.82,Poor
8330,24,Male,2.17,789,Science,0.98,0.92,0.49,Good
8331,29,Female,3.48,672,Arts,0.74,0.46,0.14,Average
8332,22,Female,2.55,723,Arts,0.85,0.42,0.28,Average
8333,24,Female,3.25,383,Arts,0.87,0.75,0.18,Good
8334,21,Male,3.39,516,Science,0.65,0.05,0.57,Poor
8335,25,Female,2.64,560,Arts,0.93,0.84,0.66,Average
8336,28,Male,3.63,644,Engineering,0.83,0.67,0.34,Average
8337,27,Male,3.1,495,Arts,0.73,0.14,0.04,Poor
8338,28,Male,3.74,603,Science,0.94,0.06,0.66,Poor
8339,27,Female,3.53,462,Science,0.85,0.0,0.06,Poor
8340,24,Male,3.74,576,Engineering,0.91,0.29,0.97,Average
8341,27,Female,2.04,784,Arts,1.0,0.32,0.89,Poor
8342,22,Male,2.49,267,Science,0.65,0.18,0.83,Average
8343,28,Female,2.18,670,Arts,0.9,0.29,0.37,Poor
8344,23,Female,2.88,246,Engineering,0.9,0.56,0.74,Average
8345,22,Female,3.78,257,Engineering,0.95,0.11,0.05,Poor
8346,24,Male,2.94,223,Science,0.76,0.2,0.09,Average
8347,29,Female,3.7,489,Arts,0.95,0.56,0.49,Good
8348,19,Female,2.65,643,Engineering,0.86,0.7,0.59,Poor
8349,22,Male,2.68,602,Engineering,0.63,0.93,0.77,Poor
8350,27,Male,3.79,223,Science,0.61,0.51,0.3,Good
8351,20,Female,2.85,263,Engineering,0.79,0.11,0.54,Average
8352,26,Male,3.58,438,Science,0.91,0.59,0.06,Good
8353,23,Male,2.47,482,Engineering,0.75,1.0,0.47,Good
8354,27,Male,3.9,641,Engineering,0.94,0.88,0.67,Average
8355,20,Female,3.15,499,Science,0.8,0.78,0.99,Poor
8356,24,Male,3.52,292,Science,0.61,0.73,0.77,Poor
8357,21,Female,2.18,776,Arts,0.99,0.76,1.0,Poor
8358,20,Male,2.99,574,Engineering,0.8,0.09,0.5,Good
8359,25,Male,3.8,509,Arts,0.86,0.52,0.43,Average
8360,21,Female,3.75,366,Arts,0.68,0.69,0.83,Poor
8361,28,Male,2.09,206,Science,0.72,0.07,0.46,Average
8362,18,Male,2.61,242,Engineering,0.79,0.91,0.76,Good
8363,23,Male,2.89,539,Science,0.94,0.13,0.99,Poor
8364,27,Male,2.34,352,Engineering,0.64,0.09,0.72,Good
8365,28,Female,3.46,242,Science,0.91,0.12,0.01,Average
8366,28,Female,2.37,400,Engineering,0.83,0.42,0.18,Poor
8367,18,Female,2.69,747,Arts,0.8,0.54,0.28,Poor
8368,22,Female,3.33,425,Engineering,0.95,0.09,0.82,Poor
8369,24,Female,2.96,720,Engineering,0.65,0.79,0.93,Poor
8370,23,Female,3.48,538,Science,1.0,0.2,0.65,Good
8371,19,Female,3.92,534,Engineering,0.94,0.56,0.09,Good
8372,28,Male,2.23,380,Engineering,0.73,0.49,0.5,Average
8373,21,Female,3.42,732,Engineering,0.78,0.91,0.86,Poor
8374,28,Female,2.46,471,Engineering,0.61,0.89,0.36,Average
8375,19,Female,2.83,393,Arts,0.81,0.24,0.07,Good
8376,28,Male,2.07,737,Science,0.82,0.54,0.78,Average
8377,18,Female,2.27,680,Engineering,0.97,0.99,0.66,Good
8378,20,Female,2.64,297,Science,0.76,0.33,0.47,Poor
8379,20,Female,2.68,629,Arts,0.83,0.07,0.85,Average
8380,29,Male,3.8,711,Arts,0.9,0.72,0.85,Poor
8381,24,Female,3.48,526,Engineering,0.84,0.5,0.7,Good
8382,18,Male,3.94,777,Science,0.66,0.94,0.94,Average
8383,26,Male,3.2,615,Science,0.67,0.58,0.45,Average
8384,28,Male,2.48,310,Science,0.66,0.51,0.73,Poor
8385,23,Male,2.66,411,Arts,0.69,0.91,0.83,Poor
8386,21,Female,2.64,770,Arts,0.73,0.38,0.64,Poor
8387,20,Male,2.65,229,Engineering,0.9,0.6,0.55,Average
8388,20,Male,3.35,466,Science,0.62,0.85,0.73,Good
8389,19,Female,3.06,549,Science,0.93,0.6,0.35,Poor
8390,19,Male,2.77,713,Arts,0.7,0.3,0.37,Poor
8391,29,Male,2.3,413,Engineering,0.85,0.56,0.98,Good
8392,27,Male,2.04,450,Engineering,0.82,0.43,0.12,Average
8393,22,Male,2.44,742,Engineering,0.66,0.98,0.84,Average
8394,26,Male,2.21,518,Arts,0.71,0.05,0.79,Good
8395,19,Male,3.57,382,Science,0.72,0.77,0.05,Poor
8396,19,Female,2.22,388,Engineering,0.85,0.02,0.7,Average
8397,29,Female,3.45,326,Engineering,0.92,0.6,0.09,Poor
8398,23,Female,2.77,495,Science,1.0,0.43,0.21,Poor
8399,27,Female,2.15,222,Engineering,0.64,0.91,0.96,Good
8400,19,Male,3.63,729,Arts,0.98,0.54,0.36,Average
8401,29,Male,3.16,278,Engineering,0.82,0.83,0.06,Good
8402,21,Male,2.47,745,Science,0.74,0.67,0.52,Average
8403,23,Female,3.79,669,Arts,0.71,0.45,0.21,Poor
8404,22,Female,2.09,504,Engineering,0.68,0.34,0.43,Poor
8405,18,Male,2.4,647,Science,0.82,0.12,0.1,Average
8406,23,Male,3.5,398,Science,0.98,0.01,0.1,Average
8407,18,Female,3.42,390,Science,0.67,0.0,0.5,Poor
8408,20,Female,2.58,431,Science,0.77,0.23,0.34,Poor
8409,27,Female,2.12,773,Engineering,0.68,0.56,0.16,Good
8410,22,Female,3.72,753,Engineering,0.67,0.98,0.58,Poor
8411,27,Male,2.63,223,Arts,0.95,0.71,0.06,Poor
8412,22,Female,2.39,660,Arts,0.7,0.07,0.75,Average
8413,27,Female,3.03,382,Science,0.7,0.65,0.05,Good
8414,23,Male,3.82,632,Science,0.96,0.49,0.97,Good
8415,29,Male,2.09,282,Arts,0.75,0.64,0.74,Average
8416,27,Male,3.53,292,Engineering,0.6,0.62,0.9,Average
8417,25,Female,3.14,477,Engineering,0.89,0.14,0.44,Good
8418,22,Female,2.85,284,Engineering,0.81,0.92,0.06,Average
8419,28,Female,3.49,772,Science,0.91,0.55,0.23,Average
8420,18,Female,3.93,407,Arts,0.83,0.7,0.97,Good
8421,22,Male,2.46,780,Arts,0.74,0.39,0.62,Average
8422,20,Male,2.29,643,Arts,0.63,0.12,0.23,Average
8423,21,Female,3.83,569,Engineering,0.95,0.69,0.48,Good
8424,25,Female,3.34,675,Arts,0.68,0.94,0.32,Good
8425,24,Female,2.88,703,Arts,0.99,0.58,0.49,Average
8426,28,Male,3.15,430,Engineering,0.7,0.2,0.84,Poor
8427,22,Female,3.49,559,Science,0.93,0.62,0.22,Poor
8428,19,Male,3.55,762,Science,0.92,0.43,0.4,Average
8429,23,Female,3.84,218,Engineering,0.79,0.4,0.45,Average
8430,28,Male,2.85,408,Arts,0.76,0.91,0.59,Poor
8431,23,Male,2.59,330,Science,0.88,0.74,0.08,Good
8432,27,Female,3.28,583,Science,0.81,0.51,0.21,Poor
8433,27,Male,2.83,291,Science,0.85,0.42,0.4,Poor
8434,28,Male,3.19,742,Engineering,0.79,0.24,0.81,Good
8435,23,Female,2.84,561,Science,0.82,0.34,0.19,Average
8436,26,Male,2.31,323,Arts,0.68,0.54,0.88,Good
8437,28,Female,2.94,472,Engineering,0.62,0.05,0.34,Average
8438,25,Male,3.38,554,Engineering,0.74,0.36,0.25,Average
8439,25,Male,3.6,299,Science,0.79,0.49,0.41,Poor
8440,18,Male,2.99,500,Arts,0.96,0.61,0.55,Good
8441,22,Male,2.33,402,Engineering,0.77,0.74,0.73,Average
8442,24,Female,2.83,220,Science,0.77,0.01,0.48,Good
8443,23,Female,3.57,397,Arts,0.87,0.29,0.82,Average
8444,22,Female,2.83,311,Arts,0.68,0.26,0.82,Good
8445,25,Male,3.39,348,Engineering,0.95,0.52,0.0,Good
8446,20,Male,3.01,580,Science,0.77,0.47,0.79,Average
8447,23,Female,2.48,382,Arts,0.97,0.08,0.44,Good
8448,22,Female,3.59,536,Engineering,0.71,0.76,0.97,Average
8449,25,Female,2.17,537,Engineering,0.79,0.69,0.82,Average
8450,21,Female,3.05,499,Engineering,0.91,0.82,0.38,Good
8451,25,Male,2.42,421,Engineering,0.82,0.11,0.63,Poor
8452,27,Female,2.13,608,Engineering,0.86,0.51,0.19,Good
8453,19,Male,3.01,317,Arts,0.71,0.6,0.29,Average
8454,26,Female,3.0,373,Engineering,0.73,0.05,0.2,Average
8455,26,Male,3.41,418,Science,0.8,0.96,0.75,Average
8456,27,Female,3.49,575,Science,0.68,0.79,0.01,Good
8457,27,Female,3.46,518,Arts,0.65,0.24,0.41,Poor
8458,23,Male,2.82,788,Engineering,0.94,0.63,0.84,Poor
8459,21,Male,3.26,287,Engineering,0.91,0.14,0.71,Average
8460,21,Female,3.15,277,Arts,0.97,0.87,0.42,Average
8461,23,Male,2.84,640,Engineering,0.83,0.1,0.63,Poor
8462,22,Female,3.19,400,Engineering,0.77,0.9,0.43,Average
8463,23,Male,3.89,775,Science,0.64,0.83,0.84,Average
8464,24,Female,2.39,614,Engineering,0.94,0.48,0.57,Average
8465,24,Female,3.81,203,Arts,0.78,0.65,0.63,Average
8466,26,Female,2.11,282,Science,0.82,0.25,0.99,Poor
8467,25,Female,2.62,692,Arts,0.73,0.38,0.77,Poor
8468,23,Female,2.58,205,Arts,0.81,0.22,0.29,Poor
8469,29,Female,3.25,546,Engineering,0.91,0.53,0.77,Good
8470,23,Female,2.26,733,Engineering,0.88,0.32,0.93,Poor
8471,22,Female,3.76,650,Science,1.0,0.35,0.3,Average
8472,18,Male,3.66,344,Arts,0.8,0.44,0.82,Good
8473,26,Male,3.3,201,Arts,0.81,0.87,0.24,Average
8474,26,Male,2.92,487,Engineering,0.62,0.55,0.43,Average
8475,26,Female,3.87,424,Arts,0.76,0.81,0.69,Good
8476,28,Female,3.66,636,Arts,0.97,0.85,0.24,Average
8477,25,Female,3.0,413,Arts,0.74,0.25,0.19,Average
8478,27,Male,3.4,365,Arts,0.91,0.78,0.46,Good
8479,20,Male,3.13,572,Arts,0.99,0.65,0.78,Poor
8480,18,Male,3.18,706,Science,0.65,0.51,0.6,Average
8481,28,Male,2.66,775,Arts,0.73,0.09,0.7,Poor
8482,29,Male,2.92,532,Arts,0.79,0.57,0.69,Average
8483,29,Female,2.16,411,Science,0.69,0.16,0.54,Average
8484,25,Male,2.71,488,Engineering,0.6,0.82,0.32,Average
8485,24,Female,3.39,365,Engineering,0.79,0.93,0.42,Good
8486,22,Female,3.91,325,Science,0.81,0.48,0.38,Poor
8487,27,Female,3.93,356,Science,0.85,0.44,0.08,Average
8488,24,Male,3.11,772,Engineering,0.93,0.49,0.9,Poor
8489,27,Male,3.21,231,Arts,0.7,0.07,0.64,Average
8490,21,Female,2.37,473,Arts,0.62,0.24,0.86,Good
8491,26,Male,3.39,500,Science,0.64,0.94,0.78,Poor
8492,28,Male,2.14,220,Arts,0.8,0.35,0.07,Good
8493,27,Female,2.57,723,Science,0.97,0.59,0.22,Poor
8494,19,Female,3.34,475,Engineering,0.99,0.65,0.95,Poor
8495,26,Female,2.62,206,Arts,0.68,0.88,0.46,Poor
8496,26,Female,2.1,654,Engineering,0.66,0.24,0.81,Average
8497,22,Female,3.66,329,Arts,0.74,0.89,0.58,Good
8498,28,Male,2.62,498,Arts,0.79,0.39,0.82,Average
8499,18,Female,2.13,296,Arts,0.92,0.92,0.73,Average
8500,24,Male,2.15,476,Science,0.91,0.41,0.28,Good
8501,27,Male,2.5,484,Engineering,0.97,0.1,0.99,Poor
8502,27,Female,2.36,372,Science,0.94,0.05,0.49,Good
8503,21,Female,3.55,531,Science,0.78,0.97,0.58,Average
8504,26,Male,2.64,404,Engineering,0.61,0.12,0.54,Average
8505,23,Female,3.61,302,Engineering,0.69,0.54,0.89,Poor
8506,20,Male,2.35,559,Science,0.84,0.53,0.28,Average
8507,23,Female,2.99,330,Science,0.8,0.4,0.06,Average
8508,27,Female,3.38,238,Science,0.7,0.42,0.43,Average
8509,23,Male,3.3,506,Engineering,0.65,0.48,0.92,Average
8510,22,Male,3.2,719,Science,0.69,0.1,0.44,Average
8511,19,Female,3.85,245,Engineering,0.7,0.79,0.28,Average
8512,27,Female,2.46,393,Science,0.95,0.38,0.62,Good
8513,27,Female,2.99,717,Engineering,0.88,0.24,0.74,Average
8514,19,Male,3.77,769,Science,0.82,0.32,0.46,Poor
8515,24,Female,2.16,368,Arts,0.61,0.61,0.38,Poor
8516,19,Female,2.11,321,Arts,0.93,0.78,0.36,Good
8517,29,Female,2.47,448,Engineering,0.82,0.15,0.42,Average
8518,23,Female,3.27,406,Engineering,0.85,0.59,0.84,Good
8519,22,Male,2.52,314,Arts,0.63,0.42,0.48,Good
8520,21,Male,2.38,438,Engineering,0.93,0.86,0.31,Poor
8521,24,Male,2.92,765,Engineering,0.93,0.95,0.18,Poor
8522,25,Female,3.23,275,Arts,0.95,0.68,0.28,Good
8523,21,Female,2.5,368,Science,0.81,0.59,0.46,Average
8524,18,Female,2.6,247,Engineering,0.76,0.78,0.55,Poor
8525,18,Male,3.23,269,Engineering,0.63,0.5,0.62,Average
8526,18,Male,3.89,707,Science,0.68,0.06,0.07,Average
8527,28,Male,3.35,354,Science,0.69,0.7,0.61,Good
8528,18,Male,3.57,758,Engineering,0.63,0.58,0.35,Good
8529,22,Female,2.73,660,Engineering,0.66,0.15,0.26,Average
8530,21,Male,2.54,572,Science,0.95,0.21,0.33,Poor
8531,26,Male,2.91,401,Engineering,0.82,0.23,0.78,Poor
8532,20,Female,3.61,516,Science,0.91,0.73,0.8,Poor
8533,24,Male,2.91,650,Science,0.71,0.52,0.1,Poor
8534,28,Female,3.69,776,Engineering,0.65,0.05,0.49,Average
8535,25,Female,3.98,295,Engineering,0.75,0.84,0.53,Poor
8536,23,Female,2.14,695,Science,0.92,0.64,0.03,Poor
8537,29,Female,2.09,561,Engineering,0.72,0.73,0.72,Good
8538,27,Female,2.3,656,Science,0.68,0.94,0.37,Poor
8539,18,Male,2.77,377,Arts,0.61,0.26,0.42,Good
8540,25,Male,2.26,328,Arts,0.85,0.59,0.61,Poor
8541,27,Female,3.74,689,Science,0.77,0.76,0.47,Good
8542,20,Male,2.05,238,Science,0.7,0.51,0.75,Average
8543,25,Female,2.63,657,Engineering,0.81,0.49,0.6,Poor
8544,29,Male,2.37,549,Science,0.88,0.93,0.23,Good
8545,21,Male,3.86,651,Science,0.7,0.24,0.87,Poor
8546,25,Male,3.34,579,Engineering,0.84,0.65,0.22,Average
8547,28,Male,3.82,308,Engineering,0.7,0.97,0.71,Average
